"flight_id","arrival_airport","actual_departure","actual_arrival","aircraft_model","seats_per_craft","fuel_consumption","fuel_price_by_month","flight_income","sold_tickets","flight_cost","pnl","rn","flight_occupancy"
136660,"EGO","2017-02-20 09:26:00+00","2017-02-20 10:15:00+00","Sukhoi Superjet-100",97,1.7,39553,677100.00,87,54913,622187.00,24,89
136709,"EGO","2017-01-15 09:28:00+00","2017-01-15 10:18:00+00","Sukhoi Superjet-100",97,1.7,41435,689700.00,87,58700,631000.00,25,89
136861,"EGO","2017-02-12 09:28:00+00","2017-02-12 10:17:00+00","Sukhoi Superjet-100",97,1.7,39553,689100.00,87,54913,634187.00,26,89
136688,"EGO","2016-12-15 09:30:00+00","2016-12-15 10:20:00+00","Sukhoi Superjet-100",97,1.7,38867,689700.00,89,55062,634638.00,27,91
136691,"EGO","2016-12-13 09:25:00+00","2016-12-13 10:14:00+00","Sukhoi Superjet-100",97,1.7,38867,689700.00,87,53960,635740.00,28,89
136738,"EGO","2016-12-20 09:27:00+00","2016-12-20 10:16:00+00","Sukhoi Superjet-100",97,1.7,38867,689700.00,87,53960,635740.00,29,89
136729,"EGO","2017-01-29 09:29:00+00","2017-01-29 10:19:00+00","Sukhoi Superjet-100",97,1.7,41435,695400.00,88,58700,636700.00,30,90
136769,"EGO","2017-02-10 09:30:00+00","2017-02-10 10:21:00+00","Sukhoi Superjet-100",97,1.7,39553,696000.00,88,57154,638846.00,31,90
136865,"EGO","2016-12-11 09:29:00+00","2016-12-11 10:19:00+00","Sukhoi Superjet-100",97,1.7,38867,695400.00,88,55062,640338.00,32,90
136913,"EGO","2016-12-10 09:30:00+00","2016-12-10 10:19:00+00","Sukhoi Superjet-100",97,1.7,38867,695400.00,90,53960,641440.00,33,92
136725,"EGO","2016-12-19 09:30:00+00","2016-12-19 10:19:00+00","Sukhoi Superjet-100",97,1.7,38867,696000.00,92,53960,642040.00,34,94
136855,"EGO","2017-01-11 12:07:00+00","2017-01-11 12:57:00+00","Sukhoi Superjet-100",97,1.7,41435,702300.00,87,58700,643600.00,35,89
136653,"EGO","2016-12-24 09:27:00+00","2016-12-24 10:17:00+00","Sukhoi Superjet-100",97,1.7,38867,701700.00,89,55062,646638.00,36,91
136632,"EGO","2017-01-07 12:42:00+00","2017-01-07 13:33:00+00","Sukhoi Superjet-100",97,1.7,41435,714300.00,91,59874,654426.00,37,93
136780,"EGO","2017-02-24 09:30:00+00","2017-02-24 10:20:00+00","Sukhoi Superjet-100",97,1.7,39553,714900.00,89,56033,658867.00,38,91
136951,"EGO","2017-02-02 09:28:00+00","2017-02-02 10:17:00+00","Sukhoi Superjet-100",97,1.7,39553,720600.00,90,54913,665687.00,39,92
136886,"EGO","2016-12-16 09:26:00+00","2016-12-16 10:16:00+00","Sukhoi Superjet-100",97,1.7,38867,721200.00,90,55062,666138.00,40,92
136631,"EGO","2016-12-22 09:26:00+00","2016-12-22 10:16:00+00","Sukhoi Superjet-100",97,1.7,38867,721200.00,90,55062,666138.00,41,92
136754,"EGO","2017-02-06 09:29:00+00","2017-02-06 10:18:00+00","Sukhoi Superjet-100",97,1.7,39553,721200.00,90,54913,666287.00,42,92
136680,"EGO","2016-12-26 09:34:00+00","2016-12-26 10:24:00+00","Sukhoi Superjet-100",97,1.7,38867,733800.00,92,55062,678738.00,43,94
136866,"EGO","2016-12-28 09:28:00+00","2016-12-28 10:18:00+00","Sukhoi Superjet-100",97,1.7,38867,733800.00,94,55062,678738.00,44,96
136943,"EGO","2016-12-05 09:28:00+00","2016-12-05 10:18:00+00","Sukhoi Superjet-100",97,1.7,38867,733800.00,94,55062,678738.00,45,96
136706,"EGO","2017-01-06 09:30:00+00","2017-01-06 10:20:00+00","Sukhoi Superjet-100",97,1.7,41435,740100.00,95,58700,681400.00,46,97
136774,"EGO","2016-12-02 09:27:00+00","2016-12-02 10:17:00+00","Sukhoi Superjet-100",97,1.7,38867,740100.00,93,55062,685038.00,47,95
136733,"EGO","2017-01-09 09:27:00+00","2017-01-09 10:18:00+00","Sukhoi Superjet-100",97,1.7,41435,746400.00,94,59874,686526.00,48,96
136630,"EGO","2017-02-25 09:32:00+00","2017-02-25 10:22:00+00","Sukhoi Superjet-100",97,1.7,39553,746400.00,94,56033,690367.00,49,96
136612,"EGO","2017-02-21 09:27:00+00","2017-02-21 10:17:00+00","Sukhoi Superjet-100",97,1.7,39553,746400.00,94,56033,690367.00,50,96
136802,"EGO","2017-02-26 09:32:00+00","2017-02-26 10:22:00+00","Sukhoi Superjet-100",97,1.7,39553,746400.00,96,56033,690367.00,51,98
136956,"EGO","2017-02-04 09:33:00+00","2017-02-04 10:23:00+00","Sukhoi Superjet-100",97,1.7,39553,746400.00,96,56033,690367.00,52,98
136805,"EGO","2016-12-07 09:28:00+00","2016-12-07 10:18:00+00","Sukhoi Superjet-100",97,1.7,38867,746400.00,96,55062,691338.00,53,98
136698,"EGO","2016-12-01 09:30:00+00","2016-12-01 10:19:00+00","Sukhoi Superjet-100",97,1.7,38867,746400.00,94,53960,692440.00,54,96
136669,"EGO","2017-01-17 09:26:00+00","2017-01-17 10:17:00+00","Sukhoi Superjet-100",97,1.7,41435,752700.00,95,59874,692826.00,55,97
136720,"EGO","2017-01-26 09:29:00+00","2017-01-26 10:19:00+00","Sukhoi Superjet-100",97,1.7,41435,752700.00,95,58700,694000.00,56,97
136571,"EGO","2017-01-25 09:28:00+00","2017-01-25 10:18:00+00","Sukhoi Superjet-100",97,1.7,41435,752700.00,95,58700,694000.00,57,97
136907,"EGO","2017-01-16 09:31:00+00","2017-01-16 10:22:00+00","Sukhoi Superjet-100",97,1.7,41435,759000.00,96,59874,699126.00,58,98
136819,"EGO","2017-01-04 09:29:00+00","2017-01-04 10:19:00+00","Sukhoi Superjet-100",97,1.7,41435,759000.00,96,58700,700300.00,59,98
136661,"EGO","2017-01-01 09:27:00+00","2017-01-01 10:17:00+00","Sukhoi Superjet-100",97,1.7,41435,759000.00,96,58700,700300.00,60,98
136649,"EGO","2017-01-18 09:25:00+00","2017-01-18 10:15:00+00","Sukhoi Superjet-100",97,1.7,41435,759000.00,96,58700,700300.00,61,98
136586,"EGO","2017-01-10 09:28:00+00","2017-01-10 10:18:00+00","Sukhoi Superjet-100",97,1.7,41435,759000.00,96,58700,700300.00,62,98
136654,"EGO","2017-01-19 09:28:00+00","2017-01-19 10:17:00+00","Sukhoi Superjet-100",97,1.7,41435,759000.00,96,57526,701474.00,63,98
136873,"EGO","2016-12-03 09:26:00+00","2016-12-03 10:17:00+00","Sukhoi Superjet-100",97,1.7,38867,759000.00,96,56163,702837.00,64,98
136672,"EGO","2017-02-03 09:28:00+00","2017-02-03 10:18:00+00","Sukhoi Superjet-100",97,1.7,39553,759000.00,96,56033,702967.00,65,98
136778,"EGO","2017-02-22 09:26:00+00","2017-02-22 10:16:00+00","Sukhoi Superjet-100",97,1.7,39553,759000.00,96,56033,702967.00,66,98
136961,"EGO","2016-12-21 09:27:00+00","2016-12-21 10:16:00+00","Sukhoi Superjet-100",97,1.7,38867,759000.00,96,53960,705040.00,67,98
136927,"EGO","2017-01-22 09:28:00+00","2017-01-22 10:19:00+00","Sukhoi Superjet-100",97,1.7,41435,765300.00,97,59874,705426.00,68,100
136755,"EGO","2017-01-21 09:30:00+00","2017-01-21 10:20:00+00","Sukhoi Superjet-100",97,1.7,41435,765300.00,97,58700,706600.00,69,100
136871,"EGO","2017-01-13 09:28:00+00","2017-01-13 10:18:00+00","Sukhoi Superjet-100",97,1.7,41435,765300.00,97,58700,706600.00,70,100
136869,"EGO","2017-01-31 09:26:00+00","2017-01-31 10:16:00+00","Sukhoi Superjet-100",97,1.7,41435,765300.00,97,58700,706600.00,71,100
136781,"EGO","2017-01-14 09:26:00+00","2017-01-14 10:16:00+00","Sukhoi Superjet-100",97,1.7,41435,765300.00,97,58700,706600.00,72,100
136758,"EGO","2017-01-12 09:26:00+00","2017-01-12 10:15:00+00","Sukhoi Superjet-100",97,1.7,41435,765300.00,97,57526,707774.00,73,100
136757,"EGO","2017-01-27 09:30:00+00","2017-01-27 10:19:00+00","Sukhoi Superjet-100",97,1.7,41435,765300.00,97,57526,707774.00,74,100
136605,"EGO","2017-02-15 09:28:00+00","2017-02-15 10:19:00+00","Sukhoi Superjet-100",97,1.7,39553,765300.00,97,57154,708146.00,75,100
136841,"EGO","2017-02-07 09:25:00+00","2017-02-07 10:16:00+00","Sukhoi Superjet-100",97,1.7,39553,765300.00,97,57154,708146.00,76,100
136900,"EGO","2017-02-01 09:30:00+00","2017-02-01 10:21:00+00","Sukhoi Superjet-100",97,1.7,39553,765300.00,97,57154,708146.00,77,100
136815,"EGO","2017-02-19 09:26:00+00","2017-02-19 10:17:00+00","Sukhoi Superjet-100",97,1.7,39553,765300.00,97,57154,708146.00,78,100
136827,"EGO","2017-02-18 09:26:00+00","2017-02-18 10:17:00+00","Sukhoi Superjet-100",97,1.7,39553,765300.00,97,57154,708146.00,79,100
136785,"EGO","2016-12-29 09:28:00+00","2016-12-29 10:19:00+00","Sukhoi Superjet-100",97,1.7,38867,765300.00,97,56163,709137.00,80,100
136875,"EGO","2017-02-16 09:29:00+00","2017-02-16 10:19:00+00","Sukhoi Superjet-100",97,1.7,39553,765300.00,97,56033,709267.00,81,100
136953,"EGO","2017-02-27 09:27:00+00","2017-02-27 10:17:00+00","Sukhoi Superjet-100",97,1.7,39553,765300.00,97,56033,709267.00,82,100
136857,"EGO","2017-02-13 09:31:00+00","2017-02-13 10:21:00+00","Sukhoi Superjet-100",97,1.7,39553,765300.00,97,56033,709267.00,83,100
136600,"EGO","2017-02-08 09:26:00+00","2017-02-08 10:16:00+00","Sukhoi Superjet-100",97,1.7,39553,765300.00,97,56033,709267.00,84,100
136617,"EGO","2016-12-27 09:26:00+00","2016-12-27 10:16:00+00","Sukhoi Superjet-100",97,1.7,38867,765300.00,97,55062,710238.00,85,100
136793,"EGO","2016-12-06 09:31:00+00","2016-12-06 10:21:00+00","Sukhoi Superjet-100",97,1.7,38867,765300.00,97,55062,710238.00,86,100
136872,"EGO","2016-12-14 09:26:00+00","2016-12-14 10:16:00+00","Sukhoi Superjet-100",97,1.7,38867,765300.00,97,55062,710238.00,87,100
136742,"EGO","2016-12-18 09:27:00+00","2016-12-18 10:17:00+00","Sukhoi Superjet-100",97,1.7,38867,765300.00,97,55062,710238.00,88,100
136768,"EGO","2016-12-08 09:27:00+00","2016-12-08 10:17:00+00","Sukhoi Superjet-100",97,1.7,38867,765300.00,97,55062,710238.00,89,100
136801,"EGO","2016-12-30 09:28:00+00","2016-12-30 10:18:00+00","Sukhoi Superjet-100",97,1.7,38867,765300.00,97,55062,710238.00,90,100
136534,"NOZ","2016-12-06 06:13:00+00","2016-12-06 11:17:00+00","Boeing 737-300",130,7.8,38867,NULL,0,1536024,NULL,1,0
136511,"NOZ","2017-02-21 06:15:00+00","2017-02-21 11:25:00+00","Boeing 737-300",130,7.8,39553,NULL,0,1593986,NULL,2,0
136513,"NOZ","2017-02-28 06:13:00+00","2017-02-28 11:23:00+00","Boeing 737-300",130,7.8,39553,NULL,0,1593986,NULL,3,0
136514,"NOZ","2017-02-07 06:14:00+00","2017-02-07 11:13:00+00","Boeing 737-300",130,7.8,39553,NULL,0,1537425,NULL,4,0
136518,"NOZ","2016-12-20 06:13:00+00","2016-12-20 11:17:00+00","Boeing 737-300",130,7.8,38867,NULL,0,1536024,NULL,5,0
136523,"NOZ","2017-01-10 06:14:00+00","2017-01-10 11:26:00+00","Boeing 737-300",130,7.8,41435,NULL,0,1680604,NULL,6,0
136533,"NOZ","2016-12-13 06:13:00+00","2016-12-13 11:16:00+00","Boeing 737-300",130,7.8,38867,NULL,0,1530971,NULL,7,0
136540,"NOZ","2017-01-17 06:14:00+00","2017-01-17 11:21:00+00","Boeing 737-300",130,7.8,41435,NULL,0,1653671,NULL,8,0
136544,"NOZ","2017-01-31 06:10:00+00","2017-01-31 11:14:00+00","Boeing 737-300",130,7.8,41435,NULL,0,1637511,NULL,9,0
136546,"NOZ","2017-01-03 06:13:00+00","2017-01-03 11:15:00+00","Boeing 737-300",130,7.8,41435,NULL,0,1626738,NULL,10,0
136560,"NOZ","2017-01-24 06:13:00+00","2017-01-24 11:18:00+00","Boeing 737-300",130,7.8,41435,NULL,0,1642898,NULL,11,0
136564,"NOZ","2016-12-27 06:16:00+00","2016-12-27 11:21:00+00","Boeing 737-300",130,7.8,38867,NULL,0,1541077,NULL,12,0
136567,"NOZ","2017-02-14 06:12:00+00","2017-02-14 11:23:00+00","Boeing 737-300",130,7.8,39553,NULL,0,1599128,NULL,13,0
136464,"SVO","2017-01-09 10:07:00+00","2017-01-09 11:47:00+00","Boeing 737-300",130,7.8,41435,1398000.00,100,538655,859345.00,1,76
136352,"SVO","2016-12-10 10:10:00+00","2016-12-10 11:50:00+00","Boeing 737-300",130,7.8,38867,1372400.00,92,505271,867129.00,2,70
136250,"SVO","2017-02-08 10:06:00+00","2017-02-08 11:47:00+00","Boeing 737-300",130,7.8,39553,1407800.00,99,519331,888469.00,3,76
136122,"SVO","2017-01-08 10:08:00+00","2017-01-08 11:48:00+00","Boeing 737-300",130,7.8,41435,1431000.00,97,538655,892345.00,4,74
136178,"SVO","2017-01-29 10:10:00+00","2017-01-29 11:49:00+00","Boeing 737-300",130,7.8,41435,1434600.00,99,533268,901332.00,5,76
136418,"SVO","2016-12-07 10:07:00+00","2016-12-07 11:47:00+00","Boeing 737-300",130,7.8,38867,1407800.00,97,505271,902529.00,6,74
136253,"SVO","2016-12-24 10:08:00+00","2016-12-24 11:46:00+00","Boeing 737-300",130,7.8,38867,1407800.00,93,495166,912634.00,7,71
136397,"SVO","2016-12-25 10:06:00+00","2016-12-25 11:47:00+00","Boeing 737-300",130,7.8,38867,1444400.00,104,510324,934076.00,8,80
136306,"SVO","2016-12-04 10:10:00+00","2016-12-04 11:50:00+00","Boeing 737-300",130,7.8,38867,1443200.00,102,505271,937929.00,9,78
136360,"SVO","2017-02-05 10:08:00+00","2017-02-05 11:48:00+00","Boeing 737-300",130,7.8,39553,1455400.00,97,514189,941211.00,10,74
136204,"SVO","2017-02-23 10:06:00+00","2017-02-23 11:46:00+00","Boeing 737-300",130,7.8,39553,1457800.00,107,514189,943611.00,11,82
136383,"SVO","2017-01-25 10:09:00+00","2017-01-25 11:51:00+00","Boeing 737-300",130,7.8,41435,1493200.00,106,549428,943772.00,12,81
136202,"SVO","2017-01-05 10:07:00+00","2017-01-05 11:49:00+00","Boeing 737-300",130,7.8,41435,1495600.00,100,549428,946172.00,13,76
136185,"SVO","2017-01-14 10:06:00+00","2017-01-14 11:49:00+00","Boeing 737-300",130,7.8,41435,1520000.00,104,554815,965185.00,14,80
136282,"SVO","2017-01-16 10:07:00+00","2017-01-16 11:48:00+00","Boeing 737-300",130,7.8,41435,1518800.00,106,544042,974758.00,15,81
136345,"SVO","2017-01-24 13:32:00+00","2017-01-24 15:12:00+00","Boeing 737-300",130,7.8,41435,1517600.00,108,538655,978945.00,16,83
136485,"SVO","2017-01-27 10:07:00+00","2017-01-27 11:47:00+00","Boeing 737-300",130,7.8,41435,1520000.00,106,538655,981345.00,17,81
136486,"SVO","2017-02-02 10:07:00+00","2017-02-02 11:48:00+00","Boeing 737-300",130,7.8,39553,1505400.00,107,519331,986069.00,18,82
136366,"SVO","2017-01-11 10:08:00+00","2017-01-11 11:47:00+00","Boeing 737-300",130,7.8,41435,1527400.00,103,533268,994132.00,19,79
136491,"SVO","2016-12-08 10:08:00+00","2016-12-08 11:49:00+00","Boeing 737-300",130,7.8,38867,1505400.00,103,510324,995076.00,20,79
136252,"SVO","2016-12-20 10:05:00+00","2016-12-20 11:46:00+00","Boeing 737-300",130,7.8,38867,1517600.00,102,510324,1007276.00,21,78
136420,"SVO","2017-01-01 10:09:00+00","2017-01-01 11:47:00+00","Boeing 737-300",130,7.8,41435,1542000.00,104,527882,1014118.00,22,80
136318,"SVO","2016-12-17 10:07:00+00","2016-12-17 11:49:00+00","Boeing 737-300",130,7.8,38867,1544400.00,104,515376,1029024.00,23,80
136320,"SVO","2017-02-19 10:05:00+00","2017-02-19 11:45:00+00","Boeing 737-300",130,7.8,39553,1544400.00,106,514189,1030211.00,24,81
136458,"SVO","2017-01-02 10:07:00+00","2017-01-02 11:46:00+00","Boeing 737-300",130,7.8,41435,1568800.00,110,533268,1035532.00,25,84
136327,"SVO","2016-12-30 10:12:00+00","2016-12-30 11:52:00+00","Boeing 737-300",130,7.8,38867,1543200.00,108,505271,1037929.00,26,83
136450,"SVO","2016-12-06 10:06:00+00","2016-12-06 11:48:00+00","Boeing 737-300",130,7.8,38867,1554200.00,107,515376,1038824.00,27,82
136351,"SVO","2017-02-26 10:13:00+00","2017-02-26 11:53:00+00","Boeing 737-300",130,7.8,39553,1555400.00,105,514189,1041211.00,28,80
136130,"SVO","2017-02-13 10:07:00+00","2017-02-13 11:46:00+00","Boeing 737-300",130,7.8,39553,1556600.00,107,509047,1047553.00,29,82
136322,"SVO","2017-02-06 10:11:00+00","2017-02-06 11:52:00+00","Boeing 737-300",130,7.8,39553,1567600.00,108,519331,1048269.00,30,83
136165,"SVO","2017-02-22 10:11:00+00","2017-02-22 11:52:00+00","Boeing 737-300",130,7.8,39553,1567600.00,110,519331,1048269.00,31,84
136143,"SVO","2016-12-14 10:06:00+00","2016-12-14 11:46:00+00","Boeing 737-300",130,7.8,38867,1554200.00,105,505271,1048929.00,32,80
136391,"SVO","2016-12-03 10:08:00+00","2016-12-03 11:48:00+00","Boeing 737-300",130,7.8,38867,1556600.00,107,505271,1051329.00,33,82
136266,"SVO","2017-02-27 10:08:00+00","2017-02-27 11:48:00+00","Boeing 737-300",130,7.8,39553,1566400.00,108,514189,1052211.00,34,83
136207,"SVO","2016-12-27 10:07:00+00","2016-12-27 11:48:00+00","Boeing 737-300",130,7.8,38867,1567600.00,110,510324,1057276.00,35,84
136209,"SVO","2017-01-06 10:09:00+00","2017-01-06 11:49:00+00","Boeing 737-300",130,7.8,41435,1615200.00,112,538655,1076545.00,36,86
136411,"SVO","2017-02-04 10:06:00+00","2017-02-04 11:46:00+00","Boeing 737-300",130,7.8,39553,1590800.00,110,514189,1076611.00,37,84
136172,"SVO","2017-01-15 10:05:00+00","2017-01-15 11:44:00+00","Boeing 737-300",130,7.8,41435,1617600.00,110,533268,1084332.00,38,84
136141,"SVO","2016-12-12 10:08:00+00","2016-12-12 11:50:00+00","Boeing 737-300",130,7.8,38867,1603000.00,109,515376,1087624.00,39,83
136452,"SVO","2017-02-17 10:08:00+00","2017-02-17 11:48:00+00","Boeing 737-300",130,7.8,39553,1603000.00,109,514189,1088811.00,40,83
136146,"SVO","2017-02-09 10:08:00+00","2017-02-09 11:48:00+00","Boeing 737-300",130,7.8,39553,1604200.00,109,514189,1090011.00,41,83
136269,"SVO","2017-02-11 10:13:00+00","2017-02-11 11:53:00+00","Boeing 737-300",130,7.8,39553,1605400.00,109,514189,1091211.00,42,83
136120,"SVO","2017-02-24 10:07:00+00","2017-02-24 11:46:00+00","Boeing 737-300",130,7.8,39553,1605400.00,109,509047,1096353.00,43,83
136119,"SVO","2017-01-03 10:08:00+00","2017-01-03 11:49:00+00","Boeing 737-300",130,7.8,41435,1653000.00,113,544042,1108958.00,44,86
136310,"SVO","2017-01-22 10:07:00+00","2017-01-22 11:47:00+00","Boeing 737-300",130,7.8,41435,1654200.00,117,538655,1115545.00,45,90
136270,"SVO","2017-02-12 10:12:00+00","2017-02-12 11:51:00+00","Boeing 737-300",130,7.8,39553,1628600.00,111,509047,1119553.00,46,85
136257,"SVO","2016-12-18 10:09:00+00","2016-12-18 11:49:00+00","Boeing 737-300",130,7.8,38867,1628600.00,111,505271,1123329.00,47,85
136447,"SVO","2016-12-11 10:07:00+00","2016-12-11 11:47:00+00","Boeing 737-300",130,7.8,38867,1642000.00,116,505271,1136729.00,48,89
136428,"SVO","2017-01-21 10:08:00+00","2017-01-21 11:47:00+00","Boeing 737-300",130,7.8,41435,1678600.00,115,533268,1145332.00,49,88
136215,"SVO","2017-02-28 10:09:00+00","2017-02-28 11:49:00+00","Boeing 737-300",130,7.8,39553,1664000.00,114,514189,1149811.00,50,87
136324,"SVO","2016-12-05 10:09:00+00","2016-12-05 11:50:00+00","Boeing 737-300",130,7.8,38867,1666400.00,118,510324,1156076.00,51,90
136181,"SVO","2017-01-31 10:05:00+00","2017-01-31 11:44:00+00","Boeing 737-300",130,7.8,41435,1689600.00,118,533268,1156332.00,52,90
136293,"SVO","2017-01-23 10:09:00+00","2017-01-23 11:48:00+00","Boeing 737-300",130,7.8,41435,1689600.00,114,533268,1156332.00,53,87
136268,"SVO","2017-02-16 10:08:00+00","2017-02-16 11:49:00+00","Boeing 737-300",130,7.8,39553,1676200.00,115,519331,1156869.00,54,88
136284,"SVO","2017-02-07 10:07:00+00","2017-02-07 11:48:00+00","Boeing 737-300",130,7.8,39553,1677400.00,117,519331,1158069.00,55,90
136135,"SVO","2017-02-01 10:08:00+00","2017-02-01 11:48:00+00","Boeing 737-300",130,7.8,39553,1678600.00,115,514189,1164411.00,56,88
136159,"SVO","2017-01-04 10:07:00+00","2017-01-04 11:45:00+00","Boeing 737-300",130,7.8,41435,1700600.00,115,527882,1172718.00,57,88
136264,"SVO","2017-02-18 10:07:00+00","2017-02-18 11:47:00+00","Boeing 737-300",130,7.8,39553,1690800.00,116,514189,1176611.00,58,89
136296,"SVO","2016-12-29 10:07:00+00","2016-12-29 11:46:00+00","Boeing 737-300",130,7.8,38867,1678600.00,117,500218,1178382.00,59,90
136492,"SVO","2016-12-23 10:08:00+00","2016-12-23 11:48:00+00","Boeing 737-300",130,7.8,38867,1690800.00,118,505271,1185529.00,60,90
136439,"SVO","2017-02-25 10:08:00+00","2017-02-25 11:48:00+00","Boeing 737-300",130,7.8,39553,1701800.00,117,514189,1187611.00,61,90
136244,"SVO","2016-12-22 10:08:00+00","2016-12-22 11:47:00+00","Boeing 737-300",130,7.8,38867,1703000.00,117,500218,1202782.00,62,90
136132,"SVO","2017-02-15 10:09:00+00","2017-02-15 11:48:00+00","Boeing 737-300",130,7.8,39553,1714000.00,116,509047,1204953.00,63,89
136164,"SVO","2017-01-07 10:07:00+00","2017-01-07 11:46:00+00","Boeing 737-300",130,7.8,41435,1738400.00,120,533268,1205132.00,64,92
136210,"SVO","2016-12-21 10:08:00+00","2016-12-21 11:48:00+00","Boeing 737-300",130,7.8,38867,1711600.00,118,505271,1206329.00,65,90
136471,"SVO","2017-01-17 10:11:00+00","2017-01-17 11:51:00+00","Boeing 737-300",130,7.8,41435,1762800.00,120,538655,1224145.00,66,92
136479,"SVO","2017-02-21 10:08:00+00","2017-02-21 11:47:00+00","Boeing 737-300",130,7.8,39553,1738400.00,122,509047,1229353.00,67,93
136223,"SVO","2016-12-13 10:06:00+00","2016-12-13 11:47:00+00","Boeing 737-300",130,7.8,38867,1751800.00,121,510324,1241476.00,68,93
136387,"SVO","2017-01-19 10:08:00+00","2017-01-19 11:47:00+00","Boeing 737-300",130,7.8,41435,1775000.00,121,533268,1241732.00,69,93
136348,"SVO","2017-02-10 10:05:00+00","2017-02-10 11:45:00+00","Boeing 737-300",130,7.8,39553,1762800.00,120,514189,1248611.00,70,92
136463,"SVO","2017-01-20 10:06:00+00","2017-01-20 11:45:00+00","Boeing 737-300",130,7.8,41435,1788400.00,122,533268,1255132.00,71,93
136436,"SVO","2017-01-26 10:08:00+00","2017-01-26 11:47:00+00","Boeing 737-300",130,7.8,41435,1811600.00,124,533268,1278332.00,72,95
136131,"SVO","2017-01-28 10:07:00+00","2017-01-28 11:46:00+00","Boeing 737-300",130,7.8,41435,1812800.00,124,533268,1279532.00,73,95
136249,"SVO","2017-02-14 10:08:00+00","2017-02-14 11:46:00+00","Boeing 737-300",130,7.8,39553,1800600.00,123,503905,1296695.00,74,94
